Rank,Word,Word in English,Happiness Score,Standard Deviation of Ratings
2554,engineers,engineers,6.02,11.337
1795,england,england,6.28,15.258
6501,englewood,englewood,5.14,13.095
1149,english,english,6.58,14.859
111,enjoy,enjoy,7.66,14.654
20,enjoyed,enjoyed,8.02,15.318
65,enjoying,enjoying,7.84,15.032
4283,enormous,enormous,5.6,15.119
5000,enough,enough,5.46,14.028
3553,ensemble,ensemble,5.76,12.216
2248,ensure,ensure,6.12,13.649
3228,enter,enter,5.84,12.835
3307,entered,entered,5.82,1.024
3475,entering,entering,5.78,1.016
1904,enterprise,enterprise,6.24,12.382
3901,enterprises,enterprises,5.68,14.348
2304,enters,enters,6.1,12.817
129,entertaining,entertaining,7.62,10.859
80,entertainment,entertainment,7.76,12.216
203,enthusiasm,enthusiasm,7.46,11.287
3072,entire,entire,5.88,11.183
4284,entirely,entirely,5.6,11.429
4099,entitled,entitled,5.64,15.086
3998,entrance,entrance,5.66,7.982
3380,entre,entre,5.8,15.119
3643,entry,entry,5.74,10.844
1969,environment,environment,6.22,17.177
1448,environmental,environmental,6.42,1.401
9634,envy,envy,3.33,15.463
5194,enzyme,enzyme,5.42,12.631
8062,ep,ep,4.78,12.002
1752,epic,epic,6.3,11.824
7272,episcopal,episcopal,4.98,13.626
3554,episode,episode,5.76,13.024
4693,episodes,episodes,5.52,11.292
7362,eq,eq,4.96,10.872
2426,equal,equal,6.06,19.526
513,equality,equality,7.08,18.277
1493,equally,equally,6.4,15.518
5001,equation,equation,5.46,15.012
4071,equations,equations,5.65,12.798
1676,equilibrium,equilibrium,6.33,15.192
3146,equipment,equipment,5.86,9.691
2929,equity,equity,5.92,16.762
4789,equivalent,equivalent,5.5,12.976
8606,er,er,4.54,11.104
4486,era,era,5.56,10.333
9079,erase,erase,4.1,14.743
9307,erased,erased,3.82,15.093
2020,erected,erected,6.2,14.846
7626,eres,eres,4.9,8.631
6788,eric,eric,5.08,8.999
8724,errands,errands,4.44,15.407
9573,erroneous,erroneous,3.42,11.968
9214,erroneously,erroneously,3.94,15.174
10000,error,error,2.6,8.081
9883,errors,errors,2.86,9.691
7992,es,es,4.8,7.825
7627,esa,esa,4.9,10.546
4100,escape,escape,5.64,20.777
3229,escaped,escaped,5.84,19.416
8117,ese,ese,4.76,10.606
7925,eso,eso,4.82,10.821
5297,esp,esp,5.4,11.429
2149,especially,especially,6.16,10.174
4202,espn,espn,5.62,18.832
8063,essa,essa,4.78,8.873
8118,essay,essay,4.76,16.606
8677,essays,essays,4.48,1.787
7076,esse,esse,5.02,12.204
2305,essence,essence,6.1,11.473
2555,essential,essential,6.02,8.919
3555,essentially,essentially,5.76,9.596
7848,est,est,4.84,10.568
6976,esta,esta,5.04,7.814
2995,establish,establish,5.9,15.152
2085,established,established,6.18,11.726
3381,establishing,establishing,5.8,13.997
5469,establishment,establishment,5.36,12.898
5856,estar,estar,5.28,13.254
8239,estas,estas,4.72,10.309
2021,estate,estate,6.2,1.666
3644,estates,estates,5.74,14.115
7273,este,este,4.98,9.145
830,esteemed,esteemed,6.78,14.039
5857,esther,esther,5.28,12.296
5298,estimate,estimate,5.4,9.897
4377,estimated,estimated,5.58,10.319
5653,estimates,estimates,5.32,11.147
7363,esto,esto,4.96,9.249
7077,estou,estou,5.02,8.204
6502,estoy,estoy,5.14,8.084
6691,et,et,5.1,789
6328,etc,etc,5.18,9.833
401,eternal,eternal,7.2,15.272
627,eternally,eternally,6.96,17.138
694,eternity,eternity,6.9,19.596
2022,ethical,ethical,6.2,13.702
1260,ethics,ethics,6.52,13.589
3230,ethnic,ethnic,5.84,13.303
5858,etsy,etsy,5.28,14.148
7993,eu,eu,4.8,1.069
8421,euch,euch,4.64,11.911
6789,eugene,eugene,5.08,13.679
3721,euro,euro,5.72,17.148
1494,europe,europe,6.4,17.613
2846,european,european,5.94,11.678
4694,eva,eva,5.52,10.925
4487,evaluate,evaluate,5.56,12.803
5654,evaluation,evaluation,5.32,18.007
4285,evan,evan,5.6,1.178
6045,evans,evans,5.24,10.984
4203,eve,eve,5.62,16.769
5101,evelyn,evelyn,5.44,10.333
4378,even,even,5.58,11.968
1449,evening,evening,6.42,12.137
2249,event,event,6.12,16.492
1847,events,events,6.26,14.682
5859,eventually,eventually,5.28,15.654
5195,ever,ever,5.42,1.012
526,everlasting,everlasting,7.06,13.906
4101,every,every,5.64,10.053
4603,every1,every1,5.54,14.598
2023,everybody,everybody,6.2,12.122
3645,everyday,everyday,5.74,13.372
2250,everyone,everyone,6.12,12.229
2769,everyone's,everyone's,5.96,1.261
2770,everything,everything,5.96,1.293
4890,everytime,everytime,5.48,14.741
3556,everywhere,everywhere,5.76,9.381
4102,evidence,evidence,5.64,12.578
3964,evident,evident,5.67,13.248
3073,evidently,evidently,5.88,13.498
10187,evil,evil,1.9,12.817
1970,evolution,evolution,6.22,16.073
8725,ew,ew,4.44,11.095
9009,ex,ex,4.18,13.045
2490,exact,exact,6.04,12.282
2615,exactly,exactly,6,17.143
9010,exam,exam,4.18,15.609
7926,examination,examination,4.82,15.211
6391,examine,examine,5.16,13.896
4059,examined,examined,5.65,14.513
4379,example,example,5.58,10.708
3279,examples,examples,5.84,14.627
9328,exams,exams,3.78,16.573
2826,exceed,exceed,5.96,15.174
7,excellent,excellent,8.18,11.008
8285,except,except,4.7,14.033
4891,exception,exception,5.48,11.471
4695,exceptions,exceptions,5.52,1.555
6138,excess,excess,5.22,16.695
8286,excessive,excessive,4.7,17.642
3902,exchange,exchange,5.68,11.683
3999,exchanges,exchanges,5.66,11.886
130,excited,excited,7.62,13.981
131,excitement,excitement,7.62,16.523
144,exciting,exciting,7.58,13.415
9453,excluded,excluded,3.58,15.398
1336,exclusive,exclusive,6.48,14.602
2237,exclusively,exclusively,6.12,14.385
8538,excuse,excuse,4.58,15.265
9277,excuses,excuses,3.84,15.167
7274,exec,exec,4.98,12.204
9221,executed,executed,3.94,22.023
9758,execution,execution,3.1,23.889
4380,executive,executive,5.58,16.671
7168,executives,executives,5,14.428
1753,exercise,exercise,6.3,16.444
1526,exercised,exercised,6.39,15.848
1222,exercises,exercises,6.54,12.969
9736,exhausted,exhausted,3.14,17.144
2824,exhibit,exhibit,5.96,12.541
1150,exhibition,exhibition,6.58,14.155
2996,exist,exist,5.9,16.812
1634,existed,existed,6.35,14.369
2997,existence,existence,5.9,12.495
6329,existing,existing,5.18,16.744
1647,exists,exists,6.34,13.494
8064,exit,exit,4.78,15.687
2491,expand,expand,6.04,11.421
3074,expanded,expanded,5.88,11.542
3722,expanding,expanding,5.72,13.254
1754,expansion,expansion,6.3,1.488
2998,expect,expect,5.9,9.742
5002,expectations,expectations,5.46,15.414
3646,expected,expected,5.74,11.214
1151,expecting,expecting,6.58,12.469
4103,expects,expects,5.64,14.675
1648,expedition,expedition,6.34,12.224
8986,expenditure,expenditure,4.2,15.908
9200,expense,expense,3.96,12.447
9641,expenses,expenses,3.32,13.468
9489,expensive,expensive,3.54,17.637
1649,experience,experience,6.34,12.056
786,experienced,experienced,6.82,11.726
1694,experiences,experiences,6.32,10.774
3557,experiment,experiment,5.76,12.707
3231,experimental,experimental,5.84,14.479
2086,experiments,experiments,6.18,15.996
1045,expert,expert,6.64,13.211
1796,experts,experts,6.28,14.434
5003,explain,explain,5.46,13.433
2691,explained,explained,5.98,13.169
4056,explains,explains,5.66,1.522
4488,explanation,explanation,5.56,993
7829,explicit,explicit,4.85,16.013
5358,explicitly,explicitly,5.39,14.835
9011,explode,explode,4.18,19.763
1580,explore,explore,6.37,13.338
9840,explosion,explosion,2.94,1.596
4892,export,export,5.48,13.738
2847,exports,exports,5.94,12.191
8987,exposed,exposed,4.2,14.428
7927,exposure,exposure,4.82,15.211
2492,express,express,6.04,9.026
3308,expressed,expressed,5.82,13.506
2087,expression,expression,6.18,13.045
1134,expressions,expressions,6.6,12.965
2616,extend,extend,6,9.035
3382,extended,extended,5.8,12.289
2282,extending,extending,6.1,12.588
4489,extends,extends,5.56,10.134
4696,extension,extension,5.52,11.822
4893,extensive,extensive,5.48,12.656
6692,extent,extent,5.1,13.132
4894,external,external,5.48,12.162
1261,extra,extra,6.52,14.032
5860,extract,extract,5.28,14.574
184,extraordinary,extraordinary,7.5,1.374
6602,extreme,extreme,5.12,1.686
3812,extremely,extremely,5.7,15.419
7598,ey,ey,4.92,14.265
2203,eye,eye,6.14,14.287
4790,eyed,eyed,5.5,13.887
1905,eyes,eyes,6.24,10.984
