Rank,Word,Word in English,Happiness Score,Standard Deviation of Ratings
38,loving,loving,7.96,10.093
9400,low,low,3.66,11.178
8936,lower,lower,4.24,10.797
9655,lowest,lowest,3.3,1.165
205,loyal,loyal,7.46,12.488
554,loyalty,loyalty,7.04,17.723
6433,lt,lt,5.16,9.765
8003,ltd,ltd,4.8,11.066
7640,lu,lu,4.9,6.468
347,luck,luck,7.26,18.824
333,luckily,luckily,7.28,16.542
106,lucky,lucky,7.68,12.688
8613,ludacris,ludacris,4.54,17.521
8004,lugar,lugar,4.8,13.248
6480,lui,lui,5.14,12.748
619,lullaby,lullaby,6.98,1.931
4917,luna,luna,5.48,17.407
229,lunch,lunch,7.42,10.897
5316,lung,lung,5.4,13.093
4168,lungs,lungs,5.63,13.021
8435,lust,lust,4.64,2.038
7188,luther,luther,5,8.806
412,luv,luv,7.2,18.406
311,luxury,luxury,7.3,16.812
7038,luz,luz,5.02,13.759
10014,lying,lying,2.58,17.034
9693,lynch,lynch,3.22,21.217
6351,lynn,lynn,5.18,12.887
2059,lyrical,lyrical,6.19,15.527
990,lyrics,lyrics,6.68,15.576
