Rank,Word,Word in English,Happiness Score,Standard Deviation of Ratings
9363,oops,oops,3.72,14.852
8352,op,op,4.68,7.407
7387,op-ed,op-ed,4.96,1.293
2325,open,open,6.1,1.359
2645,opened,opened,6,12.289
2036,opening,opening,6.2,9.258
2942,opens,opens,5.92,12.752
4515,opera,opera,5.56,17.631
8200,operate,operate,4.74,17.001
6530,operated,operated,5.14,13.095
4929,operates,operates,5.48,12.329
5121,operating,operating,5.44,14.165
9364,operation,operation,3.72,16.041
8823,operations,operations,4.36,1.77
4413,operative,operative,5.58,17.034
7721,operator,operator,4.88,15.732
3327,opinion,opinion,5.82,13.354
3777,opinions,opinions,5.71,15.411
9243,opponent,opponent,3.9,15.419
9524,opponents,opponents,3.48,10.925
206,opportunities,opportunities,7.46,10.919
459,opportunity,opportunity,7.14,17.144
9303,oppose,oppose,3.82,14.384
9645,opposed,opposed,3.32,14.061
8782,opposite,opposite,4.4,14.142
9525,opposition,opposition,3.48,12.329
5225,oprah,oprah,5.42,20.513
3496,optical,optical,5.78,11.301
188,optimistic,optimistic,7.5,13.132
2876,option,option,5.94,13.911
1917,options,options,6.24,9.381
7295,or,or,4.98,8.204
5886,ora,ora,5.28,8.581
3250,oral,oral,5.84,18.223
1231,orange,orange,6.54,18.649
931,orchestra,orchestra,6.72,13.708
6162,order,order,5.22,12.337
7388,ordered,ordered,4.96,1.428
8938,orders,orders,4.24,14.786
7110,ordinary,ordinary,5.02,11.337
6361,ore,ore,5.18,12.403
2646,oregon,oregon,6,1.178
5029,organ,organ,5.46,16.563
1709,organic,organic,6.32,16.343
4064,organisation,organisation,5.65,15.752
3088,organism,organism,5.88,12.061
4221,organisms,organisms,5.62,1.276
2723,organization,organization,5.98,11.337
3196,organizational,organizational,5.86,12.583
4516,organizations,organizations,5.56,11.278
1081,organized,organized,6.62,12.436
3929,organs,organs,5.68,1.449
3664,orientation,orientation,5.74,13.063
4127,oriented,oriented,5.64,13.211
4170,origin,origin,5.63,11.672
1615,original,original,6.36,14.394
2724,originally,originally,5.98,11.337
5352,origins,origins,5.4,15.122
2943,orlando,orlando,5.92,14.119
5598,orleans,orleans,5.34,12.554
8015,orthodox,orthodox,4.8,13.553
7111,os,os,5.02,9.792
2326,oscar,oscar,6.1,17.757
7945,ot,ot,4.82,11.008
7003,other,other,5.04,1.049
6163,others,others,5.22,9.538
8201,otherwise,otherwise,4.74,8.283
7198,otra,otra,5,833
7973,otro,otro,4.81,891
7794,ou,ou,4.86,9.691
9870,ouch,ouch,2.9,1.669
8128,ought,ought,4.76,12.545
8129,oughta,oughta,4.76,12.867
5599,ounce,ounce,5.34,9.607
2387,our,our,6.08,1.066
2725,ours,ours,5.98,14.356
2726,ourselves,ourselves,5.98,13.323
8471,out,out,4.62,10.476
4303,outcome,outcome,5.6,11.429
2240,outcomes,outcomes,6.12,14.381
9402,outdated,outdated,3.66,11.713
662,outdoor,outdoor,6.94,12.357
611,outdoors,outdoors,6.98,16.962
4711,outer,outer,5.52,12.493
3580,outfit,outfit,5.76,16.107
8923,outlaw,outlaw,4.26,17.001
2448,outlets,outlets,6.06,10.382
3354,outline,outline,5.82,12.694
3089,outlook,outlook,5.88,11.891
3197,output,output,5.86,13.844
7389,outro,outro,4.96,13.087
3405,outside,outside,5.8,16.782
8661,outst,outst,4.5,11.473
47,outstanding,outstanding,7.92,1.14
8581,outta,outta,4.56,11.278
4659,outward,outward,5.53,14.448
7004,ova,ova,5.04,13.087
2388,oven,oven,6.08,13.679
7946,over,over,4.82,14.803
5122,overall,overall,5.44,12.149
8353,overcast,overcast,4.68,16.591
1232,overcome,overcome,6.54,16.686
4414,overnight,overnight,5.58,12.137
2449,overseas,overseas,6.06,15.308
5406,overtime,overtime,5.38,19.472
5493,overview,overview,5.36,14.394
9316,ow,ow,3.8,13.702
9492,owe,owe,3.54,15.147
8924,owing,owing,4.26,19.463
3328,owl,owl,5.82,18.592
2160,own,own,6.16,19.205
4128,owned,owned,5.64,17.815
2327,owner,owner,6.1,15.419
3665,owners,owners,5.74,13.063
1556,ownership,ownership,6.38,14.126
2647,owns,owns,6,12.936
3581,oxford,oxford,5.76,13.637
876,oxygen,oxygen,6.76,1.422
5494,oz,oz,5.36,15.086
