Rank,Word,Word in English,Happiness Score,Standard Deviation of Ratings
5387,grams,grams,5.38,9.452
4388,gran,gran,5.58,14.721
532,grand,grand,7.06,13.614
227,grandchildren,grandchildren,7.42,15.131
438,granddaughter,granddaughter,7.16,16.946
3051,grande,grande,5.9,14.621
251,grandfather,grandfather,7.38,1.427
194,grandma,grandma,7.48,15.016
119,grandmother,grandmother,7.64,13.516
292,grandson,grandson,7.32,14.769
956,grandsons,grandsons,6.7,19.086
1653,grant,grant,6.34,17.215
2205,granted,granted,6.14,18.071
957,grants,grants,6.7,12.495
4699,graphic,graphic,5.52,12.493
1410,graphics,graphics,6.44,1.248
3910,grasp,grasp,5.68,13.316
1374,grass,grass,6.46,13.881
267,grateful,grateful,7.36,14.675
10026,grave,grave,2.56,18.534
9774,graves,graves,3.08,18.499
10089,graveside,graveside,2.38,14.693
3237,gravity,gravity,5.84,15.826
1601,gravy,gravy,6.36,17.815
8464,gray,gray,4.62,13.384
8817,grease,grease,4.36,13.365
54,great,great,7.88,12.061
329,great-grandchildren,great-grandchildren,7.28,17.028
630,great-grandfather,great-grandfather,6.96,17.257
757,great-grandmother,great-grandmother,6.84,18.223
984,greater,greater,6.68,13.161
345,greatest,greatest,7.26,15.228
729,greatly,greatly,6.86,13.403
3562,greece,greece,5.76,16.107
9784,greed,greed,3.06,1.921
9791,greedy,greedy,3.04,20.306
2373,greek,greek,6.08,12.591
1528,greeks,greeks,6.39,12.216
833,green,green,6.78,16.938
6511,greenberg,greenberg,5.14,13.852
5473,greene,greene,5.36,10.451
3911,greenwich,greenwich,5.68,13.005
1026,greet,greet,6.66,15.598
6427,greg,greg,5.16,10.568
5658,gregory,gregory,5.32,11.147
3003,grew,grew,5.9,13.286
8577,grey,grey,4.56,16.433
10097,grief,grief,2.33,1.784
1909,grill,grill,6.24,16.971
969,grin,grin,6.69,17.465
8967,grind,grind,4.22,13.746
4969,grip,grip,5.47,17.091
9278,gripe,gripe,3.84,18.666
2151,grocery,grocery,6.16,17.304
2498,groove,groove,6.04,12.115
1225,groovy,groovy,6.54,17.637
9361,gross,gross,3.72,14.852
5970,ground,ground,5.26,12.906
3912,grounds,grounds,5.68,12.362
2934,group,group,5.92,12.095
3386,group's,group's,5.8,11.952
4004,groups,groups,5.66,13.032
3387,grove,grove,5.8,1.069
985,grow,grow,6.68,12.196
1263,growing,growing,6.52,9.947
2374,grown,grown,6.08,12.428
1322,grows,grows,6.49,13.559
1114,growth,growth,6.6,1.088
9013,grr,grr,4.18,16.374
8988,grrr,grrr,4.2,14.708
7630,gt,gt,4.9,12.495
8540,gtgt,gtgt,4.58,14.441
730,guarantee,guarantee,6.86,13.095
852,guaranteed,guaranteed,6.78,11.773
7704,guard,guard,4.88,16.243
8875,guards,guards,4.3,17.173
4107,gucci,gucci,5.64,16.258
5474,gud,gud,5.36,15.618
8288,gue,gue,4.7,9.949
8900,guerrillas,guerrillas,4.28,20.004
4108,guess,guess,5.64,10.835
8242,guessing,guessing,4.72,16.293
1264,guest,guest,6.52,15.016
2206,guests,guests,6.14,13.852
1187,guidance,guidance,6.56,11.278
2309,guide,guide,6.1,1.165
5971,guidelines,guidelines,5.26,15.493
1602,guiding,guiding,6.36,11.021
4897,guild,guild,5.48,9.528
10013,guilt,guilt,2.58,14.577
9982,guilty,guilty,2.64,15.877
387,guitar,guitar,7.22,14.748
890,guitars,guitars,6.74,13.969
5302,gulf,gulf,5.4,17.143
3194,gum,gum,5.86,13.844
9915,gun,gun,2.82,14.097
8541,gunna,gunna,4.58,11.968
9823,guns,guns,2.98,20.151
6225,gurl,gurl,5.2,13.401
4608,gusta,gusta,5.54,17.049
8608,gut,gut,4.54,1.073
5008,guts,guts,5.46,19.295
9340,gutter,gutter,3.76,17.143
2935,guy,guy,5.92,13.377
1976,guys,guys,6.22,14.184
7450,gw,gw,4.94,8.668
2777,gym,gym,5.96,15.113
5721,gypsy,gypsy,5.31,16.981
