Rank,Word,Word in English,Happiness Score,Standard Deviation of Ratings
5641,bucket,bucket,5.32,11.856
950,bucks,bucks,6.7,16.812
4583,bud,bud,5.54,11.104
752,buddy,buddy,6.84,10.568
6776,budget,budget,5.08,17.825
4584,buena,buena,5.54,14.316
2415,bueno,bueno,6.06,15.572
4774,buffalo,buffalo,5.5,1.594
9483,bug,bug,3.54,13.734
9325,bugs,bugs,3.78,15.158
1959,build,build,6.22,10.746
2833,building,building,5.94,11.141
4186,buildings,buildings,5.62,13.981
1892,built,built,6.24,11.877
6583,bulk,bulk,5.12,12.558
8457,bull,bull,4.62,13.076
9609,bullet,bullet,3.36,18.043
4359,bulletin,bulletin,5.58,8.827
9781,bullets,bullets,3.06,1.963
9769,bullshit,bullshit,3.08,20.785
9162,bum,bum,4,17.261
8369,bump,bump,4.67,14.199
5923,bumpin,bumpin,5.27,17.651
3044,bun,bun,5.9,13.881
3799,bunch,bunch,5.7,13.439
698,bunny,bunny,6.88,17.916
9907,burden,burden,2.82,15.345
8458,bureau,bureau,4.62,12.919
2073,burger,burger,6.18,23.008
10068,burial,burial,2.44,19.183
9893,buried,buried,2.84,14.194
7061,burke,burke,5.02,13.013
9853,burn,burn,2.92,13.377
9863,burned,burned,2.9,14.178
8829,burnin,burnin,4.35,17.319
9876,burning,burning,2.88,14.934
9924,burns,burns,2.78,14.469
9622,burnt,burnt,3.34,19.337
8835,burst,burst,4.34,1.996
9850,bury,bury,2.93,15.261
6674,bus,bus,5.1,12.495
7062,buses,buses,5.02,1.02
7759,bush,bush,4.86,17.144
8962,bush's,bush's,4.22,15.158
2834,business,business,5.94,14.626
4081,businesses,businesses,5.64,12.739
5178,businessman,businessman,5.42,13.864
6777,buss,buss,5.08,13.679
8574,bust,bust,4.56,16.433
8720,busta,busta,4.44,13.874
9610,busted,busted,3.36,13.056
7760,bustin,bustin,4.86,15.909
8532,busy,busy,4.58,18.305
8933,but,but,4.24,11.528
5369,butler,butler,5.38,16.022
6675,butt,butt,5.1,18.544
1178,butter,butter,6.56,1.514
51,butterflies,butterflies,7.92,1.077
79,butterfly,butterfly,7.76,13.334
3888,button,button,5.68,9.355
1789,buy,buy,6.28,13.559
2074,buyer,buyer,6.18,11.551
2985,buyers,buyers,5.9,1.165
1479,buying,buying,6.4,12.936
4187,buzz,buzz,5.62,16.523
8221,bwoy,bwoy,4.73,15.401
7257,by,by,4.98,9.145
9197,bye,bye,3.96,14.978
